DateTime,Temperature,Dew Point,Relative Humidity
2016-03-12 20:51:00,57.02,38.88,50.9
2016-03-12 21:51:00,55.94,39.56,54.35
2016-03-12 22:51:00,55.04,38.73,54.35
2016-03-12 23:51:00,55.04,38.73,54.35
2016-03-13 00:51:00,53.96,39.4,58.03
2016-03-13 01:51:00,53.96,39.4,58.03
2016-03-13 02:51:00,53.96,39.4,58.03
2016-03-13 03:51:00,51.98,39.24,62
2016-03-13 04:51:00,53.06,38.55,58.03
2016-03-13 05:51:00,53.06,38.55,58.03
2016-03-13 06:51:00,51.98,39.24,62
2016-03-13 07:51:00,50,39.07,66.27
2016-03-13 08:51:00,53.06,36.75,54.08
2016-03-13 09:51:00,59,35.44,41.44
2016-03-13 10:51:00,59,31.84,35.88
2016-03-13 11:51:00,60.08,31.21,33.65
2016-03-13 12:51:00,60.08,29.41,31.28
2016-03-13 13:51:00,59,30.02,33.35
2016-03-13 14:51:00,60.98,30.2,31.28
2016-03-13 15:51:00,62.06,27.79,27.28
2016-03-13 16:51:00,62.06,25.99,25.32
2016-03-13 17:51:00,62.06,25.99,25.32
2016-03-13 18:51:00,60.08,29.41,31.28
2016-03-13 19:51:00,57.02,29.86,35.58
2016-03-13 20:51:00,55.04,33.3,43.9
2016-03-13 21:51:00,53.96,33.96,46.88
2016-03-13 22:51:00,53.06,33.13,46.88
2016-03-13 23:51:00,53.06,33.13,46.88
2016-03-14 00:51:00,51.98,33.8,50.08
2016-03-14 01:51:00,51.98,30.16,43.31
2016-03-14 02:51:00,51.98,30.16,43.31
2016-03-14 03:51:00,50,35.46,57.52
2016-03-14 04:51:00,48.02,37.11,66.05
2016-03-14 05:51:00,46.04,38.77,75.84
2016-03-14 06:51:00,46.04,36.95,70.68
2016-03-14 07:51:00,44.96,37.65,75.67
2016-03-14 08:51:00,44.06,36.79,75.67
2016-03-14 09:51:00,44.06,36.79,75.67
2016-03-14 10:51:00,44.96,37.65,75.67
2016-03-14 11:51:00,44.96,37.65,75.67
2016-03-14 12:51:00,44.06,36.79,75.67
2016-03-14 13:51:00,42.98,37.51,81.06
2016-03-14 14:51:00,42.08,36.63,81.06
2016-03-14 15:51:00,42.08,36.63,81.06
2016-03-14 16:51:00,42.08,36.63,81.06
2016-03-14 17:51:00,44.06,36.79,75.67
2016-03-14 18:51:00,44.96,39.49,81.2
2016-03-14 19:51:00,42.98,39.33,86.99
2016-03-14 20:51:00,42.98,39.33,86.99
2016-03-14 21:51:00,42.98,39.33,86.99
2016-03-14 22:51:00,44.06,38.61,81.2
2016-03-14 23:51:00,44.06,38.61,81.2
2016-03-15 00:51:00,44.06,40.42,87.09
2016-03-15 01:51:00,44.06,40.42,87.09
2016-03-15 02:51:00,44.06,40.42,87.09
2016-03-15 03:51:00,44.06,42.24,93.35
2016-03-15 04:51:00,44.96,43.14,93.35
2016-03-15 05:51:00,44.96,43.14,93.35
2016-03-15 06:51:00,46.94,43.29,87.19
2016-03-15 07:51:00,46.94,43.29,87.19
2016-03-15 08:51:00,46.94,43.29,87.19
2016-03-15 09:51:00,48.92,45.27,87.28
2016-03-15 10:51:00,50,44.55,81.61
2016-03-15 11:51:00,51.98,44.69,76.35
2016-03-15 12:51:00,51.98,44.69,76.35
2016-03-15 13:51:00,53.06,43.99,71.47
2016-03-15 14:51:00,53.96,44.85,71.47
2016-03-15 15:51:00,53.96,44.85,71.47
2016-03-15 16:51:00,53.06,42.17,66.71
2016-03-15 17:51:00,53.96,43.03,66.71
2016-03-15 18:51:00,55.04,42.35,62.48
2016-03-15 19:51:00,53.06,42.17,66.71
2016-03-15 20:51:00,53.06,43.99,71.47
2016-03-15 21:51:00,53.06,43.99,71.47
2016-03-15 22:51:00,48.92,43.45,81.48
2016-03-15 23:51:00,53.06,43.99,71.47
2016-03-16 00:51:00,48.92,43.45,81.48
2016-03-16 01:51:00,46.94,43.29,87.19
2016-03-16 02:51:00,46.94,43.29,87.19
2016-03-16 03:51:00,46.04,42.4,87.19
2016-03-16 04:51:00,46.04,42.4,87.19
2016-03-16 05:51:00,46.04,40.59,81.34
2016-03-16 06:51:00,46.94,43.29,87.19
2016-03-16 07:51:00,48.92,43.45,81.48
2016-03-16 08:51:00,51.98,44.69,76.35
2016-03-16 09:51:00,55.94,45.01,66.93
2016-03-16 10:51:00,55.94,43.2,62.48
2016-03-16 11:51:00,60.08,43.81,55.15
2016-03-16 12:51:00,60.98,44.65,55.15
2016-03-16 13:51:00,64.94,46.81,52.03
2016-03-16 14:51:00,64.04,44.17,48.59
2016-03-16 15:51:00,62.06,43.99,51.76
2016-03-16 16:51:00,59,42.67,54.89
2016-03-16 17:51:00,55.04,42.35,62.48
2016-03-16 18:51:00,55.04,44.15,66.93
2016-03-16 19:51:00,53.06,45.81,76.52
2016-03-16 20:51:00,51.98,44.69,76.35
2016-03-16 21:51:00,51.08,43.83,76.35
2016-03-16 22:51:00,50,44.55,81.61
2016-03-16 23:51:00,48.92,41.61,76.02
2016-03-17 00:51:00,48.02,40.75,76.02
2016-03-17 01:51:00,46.04,42.4,87.19
2016-03-17 02:51:00,46.94,43.29,87.19
2016-03-17 03:51:00,46.04,42.4,87.19
2016-03-17 04:51:00,44.96,43.14,93.35
2016-03-17 05:51:00,44.96,43.14,93.35
2016-03-17 06:51:00,48.02,42.57,81.48
2016-03-17 07:51:00,50,42.71,76.18
2016-03-17 08:51:00,51.08,42.01,71.27
2016-03-17 09:51:00,51.98,42.87,71.27
2016-03-17 10:51:00,55.94,43.2,62.48
2016-03-17 11:51:00,60.08,42.01,51.48
2016-03-17 12:51:00,62.06,33.17,33.95
2016-03-17 13:51:00,60.98,30.2,31.28
2016-03-17 14:51:00,57.02,33.48,41.14
2016-03-17 15:51:00,60.98,33.8,36.18
2016-03-17 16:51:00,57.02,33.48,41.14
2016-03-17 17:51:00,51.98,37.44,57.78
2016-03-17 18:51:00,53.96,39.4,58.03
2016-03-17 19:51:00,53.96,37.58,54.08
2016-03-17 20:51:00,55.94,34.12,43.9
2016-03-17 21:51:00,51.98,37.44,57.78
2016-03-17 22:51:00,53.06,34.93,50.37
2016-03-17 23:51:00,53.96,33.96,46.88
2016-03-18 00:51:00,53.06,33.13,46.88
2016-03-18 01:51:00,53.06,29.52,40.54
2016-03-18 02:51:00,51.98,28.36,40.24
2016-03-18 03:51:00,51.98,28.36,40.24
2016-03-18 04:51:00,51.08,27.55,40.24
2016-03-18 05:51:00,50,26.38,39.93
2016-03-18 06:51:00,50,24.58,37.05
2016-03-18 07:51:00,48.92,25.23,39.63
2016-03-18 08:51:00,50,22.77,34.36
2016-03-18 09:51:00,51.98,21.13,29.79
2016-03-18 10:51:00,51.98,24.75,34.67
2016-03-18 11:51:00,53.96,24.91,32.45
2016-03-18 12:51:00,57.02,24.46,28.48
2016-03-18 13:51:00,55.04,24.28,30.39
2016-03-18 14:51:00,55.94,21.45,26.11
2016-03-18 15:51:00,57.02,24.46,28.48
2016-03-18 16:51:00,53.06,25.92,34.97
2016-03-18 17:51:00,53.06,27.72,37.66
2016-03-18 18:51:00,53.06,27.72,37.66
2016-03-18 19:51:00,51.98,28.36,40.24
2016-03-18 20:51:00,50,26.38,39.93
2016-03-18 21:51:00,48.92,28.87,46
2016-03-18 22:51:00,46.04,26.06,45.7
2016-03-18 23:51:00,44.96,28.54,52.7
2016-03-19 00:51:00,44.06,24.1,45.4
2016-03-19 01:51:00,42.98,22.95,45.1
2016-03-19 02:51:00,42.08,20.32,41.8
2016-03-19 03:51:00,41,22.78,48.34
2016-03-19 04:51:00,39.02,20.82,48.05
2016-03-19 05:51:00,37.94,19.67,47.75
2016-03-19 06:51:00,37.04,18.84,47.75
2016-03-19 07:51:00,37.04,17.04,44.19
2016-03-19 08:51:00,37.94,16.03,40.87
2016-03-19 09:51:00,39.92,18.01,41.18
2016-03-19 10:51:00,41,15.55,35.51
2016-03-19 11:51:00,42.98,17.51,35.82
2016-03-19 12:51:00,44.06,13.28,28.58
2016-03-19 13:51:00,44.96,10.45,24.36
2016-03-19 14:51:00,44.96,10.45,24.36
2016-03-19 15:51:00,46.04,8.04,20.98
2016-03-19 16:51:00,46.04,9.84,22.75
2016-03-19 17:51:00,46.94,10.6,22.75
2016-03-19 18:51:00,46.04,11.64,24.65
2016-03-19 19:51:00,46.04,13.44,26.69
2016-03-19 20:51:00,44.96,12.25,26.4
2016-03-19 21:51:00,44.96,12.25,26.4
2016-03-19 22:51:00,42.98,15.71,33.13
2016-03-19 23:51:00,41,10.13,27.97
2016-03-20 00:51:00,39.92,10.76,30
2016-03-20 01:51:00,39.02,11.77,32.51
2016-03-20 02:51:00,37.94,14.23,37.77
2016-03-20 03:51:00,37.04,11.61,34.88
2016-03-20 04:51:00,37.04,15.22,40.87
2016-03-20 05:51:00,35.96,15.89,43.88
2016-03-20 06:51:00,35.06,11.44,37.45
2016-03-20 07:51:00,33.98,12.11,40.24
2016-03-20 08:51:00,33.98,12.11,40.24
2016-03-20 09:51:00,35.06,15.06,43.88
2016-03-20 10:51:00,35.06,16.88,47.45
2016-03-20 11:51:00,35.96,19.53,51.27
2016-03-20 12:51:00,37.04,20.66,51.56
2016-03-20 13:51:00,39.02,22.64,51.85
2016-03-20 14:51:00,39.92,25.29,55.91
2016-03-20 15:51:00,39.92,27.12,60.26
2016-03-20 16:51:00,39.92,27.12,60.26
2016-03-20 17:51:00,39.92,23.47,51.85
2016-03-20 18:51:00,41,15.55,35.51
2016-03-20 19:51:00,39.92,21.65,48.05
2016-03-20 20:51:00,35.96,26.82,69.43
2016-03-20 21:51:00,35.06,27.77,74.78
2016-03-20 22:51:00,35.06,29.59,80.49
2016-03-20 23:51:00,35.06,29.59,80.49
2016-03-21 00:51:00,35.06,31.41,86.58
2016-03-21 01:51:00,35.06,29.59,80.49
2016-03-21 02:51:00,33.98,28.49,80.34
2016-03-21 03:51:00,33.98,30.33,86.48
2016-03-21 04:51:00,33.98,30.33,86.48
2016-03-21 05:51:00,33.98,28.49,80.34
2016-03-21 06:51:00,33.98,28.49,80.34
2016-03-21 07:51:00,35.06,25.95,69.43
2016-03-21 08:51:00,35.96,26.82,69.43
2016-03-21 09:51:00,39.02,28.08,64.9
2016-03-21 10:51:00,41,26.42,56.19
2016-03-21 11:51:00,44.06,24.1,45.4
2016-03-21 12:51:00,46.04,20.64,36.44
2016-03-21 13:51:00,48.02,15.4,26.99
2016-03-21 14:51:00,48.92,12.58,23.04
2016-03-21 15:51:00,48.92,16.18,26.99
2016-03-21 16:51:00,48.02,17.2,29.19
2016-03-21 17:51:00,46.04,17.04,31.23
2016-03-21 18:51:00,44.96,15.85,30.92
2016-03-21 19:51:00,44.06,16.88,33.44
2016-03-21 20:51:00,44.06,18.68,36.13
2016-03-21 21:51:00,42.08,20.32,41.8
2016-03-21 22:51:00,39.92,23.47,51.85
2016-03-21 23:51:00,39.02,20.82,48.05
2016-03-22 00:51:00,39.02,19,44.49
2016-03-22 01:51:00,37.94,17.85,44.19
2016-03-22 02:51:00,37.94,19.67,47.75
2016-03-22 03:51:00,37.04,17.04,44.19
2016-03-22 04:51:00,37.04,17.04,44.19
2016-03-22 05:51:00,37.04,17.04,44.19
2016-03-22 06:51:00,37.04,17.04,44.19
2016-03-22 07:51:00,37.94,17.85,44.19
2016-03-22 08:51:00,39.02,17.19,41.18
2016-03-22 09:51:00,41,17.35,38.4
2016-03-22 10:51:00,44.06,15.06,30.92
2016-03-22 11:51:00,44.06,15.06,30.92
2016-03-22 12:51:00,48.92,16.18,26.99
2016-03-22 13:51:00,51.98,15.73,23.61
2016-03-22 14:51:00,55.04,17.1,22.38
2016-03-22 15:51:00,55.04,20.68,26.11
2016-03-22 16:51:00,53.06,29.52,40.54
2016-03-22 17:51:00,53.06,31.33,43.61
2016-03-22 18:51:00,55.04,24.28,30.39
2016-03-22 19:51:00,51.08,32.95,50.08
2016-03-22 20:51:00,51.08,32.95,50.08
2016-03-22 21:51:00,51.08,34.77,53.81
2016-03-22 22:51:00,51.98,33.8,50.08
2016-03-22 23:51:00,50,31.82,49.8
2016-03-23 00:51:00,50,30,46.29
2016-03-23 01:51:00,50,30,46.29
2016-03-23 02:51:00,50,31.82,49.8
2016-03-23 03:51:00,50,31.82,49.8
2016-03-23 04:51:00,50,33.64,53.53
2016-03-23 05:51:00,51.08,32.95,50.08
2016-03-23 06:51:00,51.08,32.95,50.08
2016-03-23 07:51:00,51.98,33.8,50.08
2016-03-23 08:51:00,53.06,33.13,46.88
2016-03-23 09:51:00,57.02,31.66,38.27
2016-03-23 10:51:00,59,30.02,33.35
2016-03-23 11:51:00,60.98,30.2,31.28
2016-03-23 12:51:00,64.04,27.97,25.61
2016-03-23 13:51:00,64.94,28.74,25.61
2016-03-23 14:51:00,68,28.31,22.61
2016-03-23 15:51:00,69.08,27.73,21.26
2016-03-23 16:51:00,71.06,27.91,20
2016-03-23 17:51:00,69.98,28.49,21.26
2016-03-23 18:51:00,69.98,28.49,21.26
2016-03-23 19:51:00,62.96,33.98,33.95
2016-03-23 20:51:00,60.98,35.62,38.87
2016-03-23 21:51:00,57.92,39.72,50.93
2016-03-23 22:51:00,53.96,41.22,62.24
2016-03-23 23:51:00,53.96,37.58,54.08
2016-03-24 00:51:00,53.06,36.75,54.08
2016-03-24 01:51:00,46.94,37.81,70.68
2016-03-24 02:51:00,46.04,36.95,70.68
2016-03-24 03:51:00,44.96,37.65,75.67
2016-03-24 04:51:00,44.96,37.65,75.67
2016-03-24 05:51:00,44.06,34.97,70.47
2016-03-24 06:51:00,44.96,35.83,70.47
2016-03-24 07:51:00,44.96,35.83,70.47
2016-03-24 08:51:00,46.94,35.98,65.82
2016-03-24 09:51:00,48.02,35.29,61.51
2016-03-24 10:51:00,48.02,35.29,61.51
2016-03-24 11:51:00,50,37.27,61.76
2016-03-24 12:51:00,50,37.27,61.76
2016-03-24 13:51:00,51.98,37.8,58.63
2016-03-24 14:51:00,51.08,36.59,57.78
2016-03-24 15:51:00,51.08,36.59,57.78
2016-03-24 16:51:00,48.92,37.96,66.05
2016-03-24 17:51:00,48.92,39.79,70.88
2016-03-24 18:51:00,48.02,40.75,76.02
2016-03-24 19:51:00,46.04,40.59,81.34
2016-03-24 20:51:00,46.94,43.29,87.19
2016-03-24 21:51:00,44.96,41.31,87.09
2016-03-24 22:51:00,44.06,40.42,87.09
2016-03-24 23:51:00,44.96,43.14,93.35
2016-03-25 00:51:00,44.96,43.14,93.35
2016-03-25 01:51:00,46.04,42.4,87.19
2016-03-25 02:51:00,46.04,42.4,87.19
2016-03-25 03:51:00,46.94,45.1,93.4
2016-03-25 04:51:00,51.08,47.44,87.48
2016-03-25 05:51:00,51.08,47.44,87.48
2016-03-25 06:51:00,53.06,47.62,81.88
2016-03-25 07:51:00,53.96,50.32,87.57
2016-03-25 08:51:00,55.94,50.47,82.01
2016-03-25 09:51:00,59,51.75,77.01
2016-03-25 10:51:00,60.98,51.91,72.23
2016-03-25 11:51:00,62.96,53.89,72.42
2016-03-25 12:51:00,62.96,52.07,67.79
2016-03-25 13:51:00,66.02,56.98,72.78
2016-03-25 14:51:00,71.96,53.89,53.1
2016-03-25 15:51:00,73.04,51.42,46.78
2016-03-25 16:51:00,69.08,49.26,49.43
2016-03-25 17:51:00,71.06,45.86,40.63
2016-03-25 18:51:00,68,42.71,40.05
2016-03-25 19:51:00,62.06,42.19,48.31
2016-03-25 20:51:00,59,39.06,47.75
2016-03-25 21:51:00,55.94,37.74,50.65
2016-03-25 22:51:00,53.06,34.93,50.37
2016-03-25 23:51:00,48.02,34.92,60.61
2016-03-26 00:51:00,44.96,32.94,62.86
2016-03-26 01:51:00,42.08,30.78,64.33
2016-03-26 02:51:00,41,28.24,60.51
2016-03-26 03:51:00,39.92,27.88,62.18
2016-03-26 04:51:00,39.92,26.8,59.47
2016-03-26 05:51:00,39.02,25.9,59.34
2016-03-26 06:51:00,39.02,25.9,59.34
2016-03-26 07:51:00,39.92,25.88,57.29
2016-03-26 08:51:00,42.08,26.78,54.7
2016-03-26 09:51:00,44.96,27.84,51.22
2016-03-26 10:51:00,46.04,29.84,53.31
2016-03-26 11:51:00,46.94,29.84,51.53
2016-03-26 12:51:00,48.92,30.69,49.51
2016-03-26 13:51:00,50,31.82,49.8
2016-03-26 14:51:00,50,31.82,49.8
2016-03-26 15:51:00,51.08,31.15,46.59
2016-03-26 16:51:00,48.92,34.32,57.25
2016-03-26 17:51:00,48.02,33.48,57.25
2016-03-26 18:51:00,46.04,35.13,65.82
2016-03-26 19:51:00,44.96,35.83,70.47
2016-03-26 20:51:00,44.06,34.97,70.47
2016-03-26 21:51:00,44.06,34.97,70.47
2016-03-26 22:51:00,44.06,34.97,70.47
2016-03-26 23:51:00,44.06,34.97,70.47
2016-03-27 00:51:00,42.98,35.67,75.5
2016-03-27 01:51:00,42.98,35.67,75.5
2016-03-27 02:51:00,42.98,35.67,75.5
2016-03-27 03:51:00,42.98,35.67,75.5
2016-03-27 04:51:00,42.98,35.67,75.5
2016-03-27 05:51:00,42.98,35.67,75.5
2016-03-27 06:51:00,42.98,35.67,75.5
2016-03-27 07:51:00,42.98,35.67,75.5
2016-03-27 08:51:00,44.06,33.15,65.6
2016-03-27 09:51:00,44.96,35.83,70.47
2016-03-27 10:51:00,48.02,35.29,61.51
2016-03-27 11:51:00,48.92,36.14,61.51
2016-03-27 12:51:00,50,37.27,61.76
2016-03-27 13:51:00,51.98,37.44,57.78
2016-03-27 14:51:00,53.06,34.93,50.37
2016-03-27 15:51:00,50,35.46,57.52
2016-03-27 16:51:00,48.92,36.14,61.51
2016-03-27 17:51:00,48.02,35.29,61.51
2016-03-27 18:51:00,46.04,35.13,65.82
2016-03-27 19:51:00,44.96,35.83,70.47
2016-03-27 20:51:00,46.04,33.31,61.27
2016-03-27 21:51:00,44.96,35.83,70.47
2016-03-27 22:51:00,44.96,35.83,70.47
2016-03-27 23:51:00,44.96,35.83,70.47
2016-03-28 00:51:00,44.96,35.83,70.47
2016-03-28 01:51:00,44.96,35.83,70.47
2016-03-28 02:51:00,44.06,36.79,75.67
2016-03-28 03:51:00,42.98,39.33,86.99
2016-03-28 04:51:00,42.98,39.33,86.99
2016-03-28 05:51:00,42.98,39.33,86.99
2016-03-28 06:51:00,42.98,39.33,86.99
2016-03-28 07:51:00,44.06,40.42,87.09
2016-03-28 08:51:00,44.96,41.31,87.09
2016-03-28 09:51:00,44.96,41.31,87.09
2016-03-28 10:51:00,44.96,41.31,87.09
2016-03-28 11:51:00,46.04,42.4,87.19
2016-03-28 12:51:00,48.02,44.38,87.28
2016-03-28 13:51:00,46.04,42.4,87.19
2016-03-28 14:51:00,48.02,44.38,87.28
2016-03-28 15:51:00,55.94,46.83,71.66
2016-03-28 16:51:00,62.06,42.19,48.31
2016-03-28 17:51:00,62.06,34.97,36.47
2016-03-28 18:51:00,59,33.64,38.57
2016-03-28 19:51:00,57.92,36.1,44.2
2016-03-28 20:51:00,55.94,34.12,43.9
2016-03-28 21:51:00,53.06,34.93,50.37
2016-03-28 22:51:00,53.06,29.52,40.54
2016-03-28 23:51:00,50,30,46.29
2016-03-29 00:51:00,48.92,30.69,49.51
2016-03-29 01:51:00,48.02,29.84,49.51
2016-03-29 02:51:00,48.02,29.84,49.51
2016-03-29 03:51:00,46.04,29.68,52.98
2016-03-29 04:51:00,46.04,29.68,52.98
2016-03-29 05:51:00,46.04,27.88,49.22
2016-03-29 06:51:00,44.96,28.54,52.7
2016-03-29 07:51:00,44.96,28.54,52.7
2016-03-29 08:51:00,46.04,24.26,42.41
2016-03-29 09:51:00,46.94,23.25,39.32
2016-03-29 10:51:00,48.92,21.6,34.05
2016-03-29 11:51:00,50,20.97,31.84
2016-03-29 12:51:00,50,19.17,29.49
2016-03-29 13:51:00,51.08,18.55,27.59
2016-03-29 14:51:00,51.98,19.33,27.59
2016-03-29 15:51:00,51.98,15.73,23.61
2016-03-29 16:51:00,51.98,15.73,23.61
2016-03-29 17:51:00,51.08,14.95,23.61
2016-03-29 18:51:00,50,17.37,27.29
2016-03-29 19:51:00,48.92,16.18,26.99
2016-03-29 20:51:00,46.94,16.02,28.88
2016-03-29 21:51:00,44.96,15.85,30.92
2016-03-29 22:51:00,44.06,16.88,33.44
2016-03-29 23:51:00,42.98,12.09,28.28
2016-03-30 00:51:00,42.08,11.32,28.28
2016-03-30 01:51:00,41,15.55,35.51
2016-03-30 02:51:00,41,11.93,30.31
2016-03-30 03:51:00,39.92,16.2,38.08
2016-03-30 04:51:00,39.92,16.2,38.08
2016-03-30 05:51:00,39.92,16.2,38.08
2016-03-30 06:51:00,39.02,15.39,38.08
2016-03-30 07:51:00,41,13.73,32.82
2016-03-30 08:51:00,42.98,13.89,30.62
2016-03-30 09:51:00,46.04,13.44,26.69
2016-03-30 10:51:00,48.92,14.38,24.95
2016-03-30 11:51:00,50,11.97,21.54
2016-03-30 12:51:00,51.08,13.17,21.82
2016-03-30 13:51:00,51.98,17.53,25.53
2016-03-30 14:51:00,51.08,20.35,29.79
2016-03-30 15:51:00,50,26.38,39.93
2016-03-30 16:51:00,48.92,30.69,49.51
2016-03-30 17:51:00,48.92,32.5,53.26
2016-03-30 18:51:00,48.02,33.48,57.25
2016-03-30 19:51:00,48.02,35.29,61.51
2016-03-30 20:51:00,48.92,34.32,57.25
2016-03-30 21:51:00,48.92,27.05,42.71
2016-03-30 22:51:00,48.02,26.22,42.71
2016-03-30 23:51:00,48.92,27.05,42.71
2016-03-31 00:51:00,48.92,25.23,39.63
2016-03-31 01:51:00,48.92,28.87,46
2016-03-31 02:51:00,48.92,34.32,57.25
2016-03-31 03:51:00,50,35.46,57.52
2016-03-31 04:51:00,50,37.27,61.76
2016-03-31 05:51:00,50,39.07,66.27
2016-03-31 06:51:00,51.98,42.87,71.27
2016-03-31 07:51:00,53.96,43.03,66.71
2016-03-31 08:51:00,59,44.49,58.8
2016-03-31 09:51:00,62.96,44.83,51.76
2016-03-31 10:51:00,64.94,46.81,52.03
2016-03-31 11:51:00,66.92,46.98,48.87
2016-03-31 12:51:00,66.92,46.98,48.87
2016-03-31 13:51:00,69.08,45.66,43.19
2016-03-31 14:51:00,69.98,46.49,43.19
2016-03-31 15:51:00,69.08,45.66,43.19
2016-03-31 16:51:00,68,46.31,45.93
2016-03-31 17:51:00,66.02,47.95,52.3
2016-03-31 18:51:00,64.04,47.77,55.67
2016-03-31 19:51:00,64.04,47.77,55.67
2016-03-31 20:51:00,59,49.93,72.04
2016-03-31 21:51:00,57.02,51.58,82.14
2016-03-31 22:51:00,57.02,51.58,82.14
2016-03-31 23:51:00,59,53.56,82.27
2016-04-01 00:51:00,57.92,54.28,87.75
2016-04-01 01:51:00,59,53.56,82.27
2016-04-01 02:51:00,59,55.36,87.85
2016-04-01 03:51:00,59,53.56,82.27
2016-04-01 04:51:00,57.92,54.28,87.75
2016-04-01 05:51:00,57.92,54.28,87.75
2016-04-01 06:51:00,60.08,54.66,82.4
2016-04-01 07:51:00,57.92,56.1,93.7
2016-04-01 08:51:00,57.02,53.38,87.75
2016-04-01 09:51:00,57.92,54.28,87.75
2016-04-01 10:51:00,59,53.56,82.27
2016-04-01 11:51:00,60.98,53.73,77.17
2016-04-01 12:51:00,64.04,56.8,77.48
2016-04-01 13:51:00,71.96,59.31,64.54
2016-04-01 14:51:00,75.92,57.85,53.62
2016-04-01 15:51:00,78.08,56.55,47.61
2016-04-01 16:51:00,78.98,55.58,44.61
2016-04-01 17:51:00,69.98,53.71,56.44
2016-04-01 18:51:00,64.94,52.99,65.42
2016-04-01 19:51:00,68,57.15,68.41
2016-04-01 20:51:00,69.98,57.33,64.32
2016-04-01 21:51:00,64.94,57.69,77.48
2016-04-01 22:51:00,69.98,48.29,46.22
2016-04-01 23:51:00,62.06,43.99,51.76
2016-04-02 00:51:00,60.08,43.81,55.15
2016-04-02 01:51:00,59,44.49,58.8
2016-04-02 02:51:00,57.02,44.33,62.72
2016-04-02 03:51:00,53.96,46.67,76.52
2016-04-02 04:51:00,53.06,43.99,71.47
2016-04-02 05:51:00,51.98,44.69,76.35
2016-04-02 06:51:00,53.06,42.17,66.71
2016-04-02 07:51:00,53.06,40.37,62.24
2016-04-02 08:51:00,51.08,42.01,71.27
2016-04-02 09:51:00,51.98,44.69,76.35
2016-04-02 10:51:00,50,44.55,81.61
2016-04-02 11:51:00,51.98,41.05,66.49
2016-04-02 12:51:00,53.06,40.37,62.24
2016-04-02 13:51:00,53.06,36.75,54.08
2016-04-02 14:51:00,53.96,39.4,58.03
2016-04-02 15:51:00,53.06,42.17,66.71
2016-04-02 16:51:00,53.06,43.99,71.47
2016-04-02 17:51:00,53.06,42.17,66.71
2016-04-02 18:51:00,51.08,43.83,76.35
2016-04-02 19:51:00,48.92,44.01,83.23
2016-04-02 20:51:00,50,44.55,81.61
2016-04-02 21:51:00,51.08,43.99,76.81
2016-04-02 22:51:00,51.08,43.99,76.81
2016-04-02 23:51:00,51.08,43.83,76.35
2016-04-03 00:51:00,50,44.55,81.61
2016-04-03 01:51:00,44.96,37.65,75.67
2016-04-03 02:51:00,42.08,34.81,75.5
2016-04-03 03:51:00,42.98,33.85,70.27
2016-04-03 04:51:00,42.08,27.55,56.46
2016-04-03 05:51:00,37.94,34.27,86.68
2016-04-03 06:51:00,39.02,26.26,60.26
2016-04-03 07:51:00,37.04,18.84,47.75
2016-04-03 08:51:00,35.96,15.89,43.88
2016-04-03 09:51:00,35.96,15.89,43.88
2016-04-03 10:51:00,37.04,11.61,34.88
2016-04-03 11:51:00,37.04,11.61,34.88
2016-04-03 12:51:00,37.94,12.42,34.88
2016-04-03 13:51:00,39.02,9.97,30
2016-04-03 14:51:00,39.92,7.14,25.5
2016-04-03 15:51:00,39.92,10.76,30
2016-04-03 16:51:00,41,10.13,27.97
2016-04-03 17:51:00,41,10.13,27.97
2016-04-03 18:51:00,41,10.13,27.97
2016-04-03 19:51:00,39.92,10.76,30
2016-04-03 20:51:00,39.02,9.97,30
2016-04-03 21:51:00,39.02,9.97,30
2016-04-03 22:51:00,39.02,11.77,32.51
2016-04-03 23:51:00,37.94,12.42,34.88
2016-04-04 00:51:00,37.04,15.22,40.87
2016-04-04 01:51:00,37.04,13.42,37.77
2016-04-04 02:51:00,37.04,13.42,37.77
2016-04-04 03:51:00,37.04,15.22,40.87
2016-04-04 04:51:00,37.04,17.04,44.19
2016-04-04 05:51:00,37.94,19.67,47.75
2016-04-04 06:51:00,39.02,24.44,55.91
2016-04-04 07:51:00,39.02,28.08,64.9
2016-04-04 08:51:00,39.92,32.59,75.14
2016-04-04 09:51:00,41,33.69,75.32
2016-04-04 10:51:00,42.08,34.81,75.5
2016-04-04 11:51:00,42.98,37.51,81.06
2016-04-04 12:51:00,44.06,38.61,81.2
2016-04-04 13:51:00,44.96,39.49,81.2
2016-04-04 14:51:00,42.08,38.44,86.99
2016-04-04 15:51:00,42.98,37.51,81.06
2016-04-04 16:51:00,39.92,36.25,86.79
2016-04-04 17:51:00,39.02,33.55,80.78
2016-04-04 18:51:00,37.94,32.45,80.63
2016-04-04 19:51:00,35.06,27.77,74.78
2016-04-04 20:51:00,33.98,24.84,69.22
2016-04-04 21:51:00,33.98,24.84,69.22
2016-04-04 22:51:00,33.08,23.97,69.22
2016-04-04 23:51:00,32,24.69,74.41
2016-04-05 00:51:00,30.92,21.76,68.78
2016-04-05 01:51:00,30.92,21.76,68.78
2016-04-05 02:51:00,30.02,19.08,63.7
2016-04-05 03:51:00,28.94,17.94,63.45
2016-04-05 04:51:00,28.04,15.28,58.68
2016-04-05 05:51:00,28.04,15.28,58.68
2016-04-05 06:51:00,26.96,14.14,58.41
2016-04-05 07:51:00,26.96,8.69,45.92
2016-04-05 08:51:00,28.04,8.02,42.63
