DateTime,Temperature,Dew Point,Relative Humidity
2016-01-04 11:51:00,30.2,10.15,42.95
2016-01-04 12:51:00,30.2,8.35,39.61
2016-01-04 13:51:00,30.2,8.35,39.61
2016-01-04 14:51:00,28.4,10.17,46.23
2016-01-04 15:51:00,26.6,8.37,45.92
2016-01-04 16:51:00,24.8,8.37,49.48
2016-01-04 17:51:00,23,8.38,53.36
2016-01-04 18:51:00,21.2,6.58,53.07
2016-01-04 19:51:00,19.4,6.6,57.3
2016-01-04 20:51:00,19.4,6.6,57.3
2016-01-04 21:51:00,17.6,6.64,61.92
2016-01-04 22:51:00,15.8,4.84,61.66
2016-01-04 23:51:00,15.8,4.84,61.66
2016-01-05 00:51:00,15.8,4.84,61.66
2016-01-05 01:51:00,14,3.04,61.39
2016-01-05 02:51:00,15.8,3,56.74
2016-01-05 03:51:00,14,4.86,66.71
2016-01-05 04:51:00,14,3.04,61.39
2016-01-05 05:51:00,14,3.04,61.39
2016-01-05 06:51:00,14,3.04,61.39
2016-01-05 07:51:00,14,4.86,66.71
2016-01-05 08:51:00,15.8,3,56.74
2016-01-05 09:51:00,19.4,2.97,48.56
2016-01-05 10:51:00,19.4,2.97,48.56
2016-01-05 11:51:00,21.2,1.15,41.35
2016-01-05 12:51:00,24.8,-0.67,32.65
2016-01-05 13:51:00,26.6,1.11,32.97
2016-01-05 14:51:00,28.4,-0.69,28.13
2016-01-05 15:51:00,28.4,-0.69,28.13
2016-01-05 16:51:00,28.4,1.11,30.61
2016-01-05 17:51:00,28.4,2.91,33.29
2016-01-05 18:51:00,28.4,6.53,39.29
2016-01-05 19:51:00,28.4,6.53,39.29
2016-01-05 20:51:00,28.4,6.53,39.29
2016-01-05 21:51:00,28.4,1.11,30.61
2016-01-05 22:51:00,30.2,4.71,33.61
2016-01-05 23:51:00,30.2,2.91,30.93
2016-01-06 00:51:00,30.2,6.53,36.5
2016-01-06 01:51:00,30.2,6.53,36.5
2016-01-06 02:51:00,28.4,4.73,36.18
2016-01-06 03:51:00,26.6,6.55,42.31
2016-01-06 04:51:00,26.6,10.18,49.79
2016-01-06 05:51:00,26.6,10.18,49.79
2016-01-06 06:51:00,26.6,10.18,49.79
2016-01-06 07:51:00,28.4,10.17,46.23
2016-01-06 08:51:00,30.2,8.35,39.61
2016-01-06 09:51:00,33.8,2.91,26.75
2016-01-06 10:51:00,33.8,6.51,31.56
2016-01-06 11:51:00,37.4,2.93,23.19
2016-01-06 12:51:00,39.2,2.93,21.61
2016-01-06 13:51:00,42.8,1.17,17.28
2016-01-06 14:51:00,41,1.15,18.53
2016-01-06 15:51:00,41,2.95,20.15
2016-01-06 16:51:00,37.4,10.13,32.19
2016-01-06 17:51:00,37.4,13.75,37.77
2016-01-06 18:51:00,39.2,6.53,25.5
2016-01-06 19:51:00,37.4,8.33,29.69
2016-01-06 20:51:00,37.4,6.51,27.36
2016-01-06 21:51:00,37.4,8.33,29.69
2016-01-06 22:51:00,37.4,8.33,29.69
2016-01-06 23:51:00,35.6,10.13,34.57
2016-01-07 00:51:00,33.8,8.33,34.25
2016-01-07 01:51:00,35.6,10.13,34.57
2016-01-07 02:51:00,33.8,10.13,37.14
2016-01-07 03:51:00,33.8,11.95,40.24
2016-01-07 04:51:00,33.8,11.95,40.24
2016-01-07 05:51:00,33.8,15.57,47.14
2016-01-07 06:51:00,33.8,10.13,37.14
2016-01-07 07:51:00,35.6,10.13,34.57
2016-01-07 08:51:00,37.4,8.33,29.69
2016-01-07 09:51:00,39.2,11.93,32.51
2016-01-07 10:51:00,42.8,10.13,26.1
2016-01-07 11:51:00,44.6,10.15,24.36
2016-01-07 12:51:00,44.6,13.75,28.58
2016-01-07 13:51:00,46.4,15.55,28.88
2016-01-07 14:51:00,46.4,15.55,28.88
2016-01-07 15:51:00,46.4,15.55,28.88
2016-01-07 16:51:00,46.4,17.35,31.23
2016-01-07 17:51:00,44.6,20.97,39.02
2016-01-07 18:51:00,46.4,24.58,42.41
2016-01-07 19:51:00,44.6,20.97,39.02
2016-01-07 20:51:00,42.8,26.4,52.42
2016-01-07 21:51:00,41,19.17,41.49
2016-01-07 22:51:00,39.2,17.37,41.18
2016-01-07 23:51:00,39.2,17.37,41.18
2016-01-08 00:51:00,37.4,21,51.56
2016-01-08 01:51:00,37.4,21,51.56
2016-01-08 02:51:00,37.4,21,51.56
2016-01-08 03:51:00,35.6,19.18,51.27
2016-01-08 04:51:00,35.6,17.37,47.45
2016-01-08 05:51:00,35.6,17.37,47.45
2016-01-08 06:51:00,35.6,21,55.36
2016-01-08 07:51:00,35.6,24.64,64.42
2016-01-08 08:51:00,37.4,24.62,60
2016-01-08 09:51:00,39.2,30.07,69.85
2016-01-08 10:51:00,41,30.06,65.13
2016-01-08 11:51:00,42.8,31.86,65.37
2016-01-08 12:51:00,42.8,33.67,70.27
2016-01-08 13:51:00,42.8,33.67,70.27
2016-01-08 14:51:00,42.8,33.67,70.27
2016-01-08 15:51:00,44.6,35.49,70.47
2016-01-08 16:51:00,46.4,35.47,65.82
2016-01-08 17:51:00,46.4,33.66,61.27
2016-01-08 18:51:00,46.4,31.84,56.99
2016-01-08 19:51:00,44.6,31.86,61.02
2016-01-08 20:51:00,44.6,33.67,65.6
2016-01-08 21:51:00,42.8,33.67,70.27
2016-01-08 22:51:00,42.8,33.67,70.27
2016-01-08 23:51:00,42.8,33.67,70.27
2016-01-09 00:51:00,42.8,33.67,70.27
2016-01-09 01:51:00,42.8,35.51,75.5
2016-01-09 02:51:00,42.8,35.51,75.5
2016-01-09 03:51:00,42.8,35.51,75.5
2016-01-09 04:51:00,42.8,35.51,75.5
2016-01-09 05:51:00,41,35.53,80.92
2016-01-09 06:51:00,42.8,35.51,75.5
2016-01-09 07:51:00,42.8,37.33,81.06
2016-01-09 08:51:00,42.8,37.33,81.06
2016-01-09 09:51:00,44.6,37.31,75.67
2016-01-09 10:51:00,44.6,39.13,81.2
2016-01-09 11:51:00,44.6,39.13,81.2
2016-01-09 12:51:00,44.6,40.95,87.09
2016-01-09 13:51:00,44.6,40.95,87.09
2016-01-09 14:51:00,46.4,40.93,81.34
2016-01-09 15:51:00,44.6,40.95,87.09
2016-01-09 16:51:00,46.4,40.93,81.34
2016-01-09 17:51:00,44.6,40.95,87.09
2016-01-09 18:51:00,46.4,40.93,81.34
2016-01-09 19:51:00,46.4,40.93,81.34
2016-01-09 20:51:00,46.4,40.93,81.34
2016-01-09 21:51:00,46.4,42.75,87.19
2016-01-09 22:51:00,46.4,42.75,87.19
2016-01-09 23:51:00,46.4,42.75,87.19
2016-01-10 00:51:00,46.4,42.75,87.19
2016-01-10 01:51:00,46.4,42.75,87.19
2016-01-10 02:51:00,46.4,42.75,87.19
2016-01-10 03:51:00,46.4,42.75,87.19
2016-01-10 04:51:00,46.4,42.75,87.19
2016-01-10 05:51:00,46.4,44.58,93.4
2016-01-10 06:51:00,46.4,44.58,93.4
2016-01-10 07:51:00,48.2,46.38,93.45
2016-01-10 08:51:00,57.2,53.56,87.75
2016-01-10 09:51:00,59,55.36,87.85
2016-01-10 10:51:00,57.2,55.38,93.7
2016-01-10 11:51:00,57.2,55.38,93.7
2016-01-10 12:51:00,57.2,55.38,93.7
2016-01-10 13:51:00,57.2,55.38,93.7
2016-01-10 14:51:00,55.4,53.58,93.65
2016-01-10 15:51:00,55.4,53.58,93.65
2016-01-10 16:51:00,57.2,46.31,67.15
2016-01-10 17:51:00,57.2,44.49,62.72
2016-01-10 18:51:00,55.4,42.69,62.48
2016-01-10 19:51:00,53.6,39.06,58.03
2016-01-10 20:51:00,48.2,30.02,49.51
2016-01-10 21:51:00,44.6,26.4,48.93
2016-01-10 22:51:00,42.8,24.6,48.64
2016-01-10 23:51:00,42.8,24.6,48.64
2016-01-11 00:51:00,39.2,20.98,48.05
2016-01-11 01:51:00,39.2,19.17,44.49
2016-01-11 02:51:00,37.4,19.18,47.75
2016-01-11 03:51:00,35.6,17.37,47.45
2016-01-11 04:51:00,33.8,13.75,43.57
2016-01-11 05:51:00,33.8,11.95,40.24
2016-01-11 06:51:00,33.8,13.75,43.57
2016-01-11 07:51:00,32,10.13,39.92
2016-01-11 08:51:00,30.2,8.35,39.61
2016-01-11 09:51:00,32,8.33,36.82
2016-01-11 10:51:00,33.8,8.33,34.25
2016-01-11 11:51:00,33.8,8.33,34.25
2016-01-11 12:51:00,33.8,8.33,34.25
2016-01-11 13:51:00,35.6,6.51,29.38
2016-01-11 14:51:00,35.6,6.51,29.38
2016-01-11 15:51:00,35.6,4.73,27.06
2016-01-11 16:51:00,33.8,4.71,29.07
2016-01-11 17:51:00,33.8,6.51,31.56
2016-01-11 18:51:00,30.2,4.71,33.61
2016-01-11 19:51:00,30.2,2.91,30.93
2016-01-11 20:51:00,28.4,4.73,36.18
2016-01-11 21:51:00,28.4,2.91,33.29
2016-01-11 22:51:00,28.4,6.53,39.29
2016-01-11 23:51:00,28.4,4.73,36.18
2016-01-12 00:51:00,28.4,4.73,36.18
2016-01-12 01:51:00,26.6,4.73,38.97
2016-01-12 02:51:00,26.6,6.55,42.31
2016-01-12 03:51:00,26.6,4.73,38.97
2016-01-12 04:51:00,26.6,6.55,42.31
2016-01-12 05:51:00,26.6,6.55,42.31
2016-01-12 06:51:00,28.4,6.53,39.29
2016-01-12 07:51:00,28.4,6.53,39.29
2016-01-12 08:51:00,30.2,10.15,42.95
2016-01-12 09:51:00,32,13.77,46.84
2016-01-12 10:51:00,39.2,20.98,48.05
2016-01-12 11:51:00,41,17.35,38.4
2016-01-12 12:51:00,42.8,20.97,41.8
2016-01-12 13:51:00,44.6,20.97,39.02
2016-01-12 14:51:00,44.6,17.35,33.44
2016-01-12 15:51:00,44.6,20.97,39.02
2016-01-12 16:51:00,39.2,30.07,69.85
2016-01-12 17:51:00,37.4,30.09,74.96
2016-01-12 18:51:00,37.4,28.27,69.64
2016-01-12 19:51:00,37.4,28.27,69.64
2016-01-12 20:51:00,39.2,26.44,60.26
2016-01-12 21:51:00,35.6,21,55.36
2016-01-12 22:51:00,33.8,19.2,55.08
2016-01-12 23:51:00,32,11.95,43.26
2016-01-13 00:51:00,28.4,8.35,42.63
2016-01-13 01:51:00,28.4,8.35,42.63
2016-01-13 02:51:00,26.6,8.37,45.92
2016-01-13 03:51:00,26.6,8.37,45.92
2016-01-13 04:51:00,24.8,8.37,49.48
2016-01-13 05:51:00,24.8,6.57,45.6
2016-01-13 06:51:00,24.8,8.37,49.48
2016-01-13 07:51:00,24.8,6.57,45.6
2016-01-13 08:51:00,24.8,6.57,45.6
2016-01-13 09:51:00,24.8,6.57,45.6
2016-01-13 10:51:00,26.6,6.55,42.31
2016-01-13 11:51:00,28.4,4.73,36.18
2016-01-13 12:51:00,28.4,6.53,39.29
2016-01-13 13:51:00,30.2,4.71,33.61
2016-01-13 14:51:00,30.2,8.35,39.61
2016-01-13 15:51:00,30.2,6.53,36.5
2016-01-13 16:51:00,28.4,6.53,39.29
2016-01-13 17:51:00,26.6,4.73,38.97
2016-01-13 18:51:00,26.6,4.73,38.97
2016-01-13 19:51:00,26.6,6.55,42.31
2016-01-13 20:51:00,24.8,4.75,42
2016-01-13 21:51:00,24.8,2.93,38.65
2016-01-13 22:51:00,24.8,4.75,42
2016-01-13 23:51:00,24.8,4.75,42
2016-01-14 00:51:00,24.8,2.93,38.65
2016-01-14 01:51:00,24.8,2.93,38.65
2016-01-14 02:51:00,24.8,2.93,38.65
2016-01-14 03:51:00,24.8,4.75,42
2016-01-14 04:51:00,24.8,4.75,42
2016-01-14 05:51:00,24.8,10.18,53.66
2016-01-14 06:51:00,26.6,11.98,53.94
2016-01-14 07:51:00,26.6,10.18,49.79
2016-01-14 08:51:00,26.6,8.37,45.92
2016-01-14 09:51:00,30.2,8.35,39.61
2016-01-14 10:51:00,30.2,8.35,39.61
2016-01-14 11:51:00,32,11.95,43.26
2016-01-14 12:51:00,33.8,11.95,40.24
2016-01-14 13:51:00,35.6,15.57,43.88
2016-01-14 14:51:00,37.4,17.37,44.19
2016-01-14 15:51:00,37.4,19.18,47.75
2016-01-14 16:51:00,37.4,19.18,47.75
2016-01-14 17:51:00,37.4,21,51.56
2016-01-14 18:51:00,37.4,19.18,47.75
2016-01-14 19:51:00,39.2,20.98,48.05
2016-01-14 20:51:00,39.2,20.98,48.05
2016-01-14 21:51:00,37.4,22.8,55.64
2016-01-14 22:51:00,37.4,24.62,60
2016-01-14 23:51:00,35.6,21,55.36
2016-01-15 00:51:00,35.6,21,55.36
2016-01-15 01:51:00,35.6,21,55.36
2016-01-15 02:51:00,35.6,22.82,59.74
2016-01-15 03:51:00,35.6,24.64,64.42
2016-01-15 04:51:00,35.6,24.64,64.42
2016-01-15 05:51:00,37.4,28.27,69.64
2016-01-15 06:51:00,35.6,28.29,74.78
2016-01-15 07:51:00,37.4,28.27,69.64
2016-01-15 08:51:00,37.4,30.09,74.96
2016-01-15 09:51:00,39.2,30.07,69.85
2016-01-15 10:51:00,41,33.69,75.32
2016-01-15 11:51:00,42.98,33.85,70.29
2016-01-15 12:51:00,48.92,36.91,63.39
2016-01-15 13:51:00,50,35.46,57.52
2016-01-15 14:51:00,46.04,36.93,70.64
2016-01-15 15:51:00,46.94,37.83,70.74
2016-01-15 16:51:00,50,40.91,71.08
2016-01-15 17:51:00,48.2,39.09,70.88
2016-01-15 18:51:00,48.2,39.09,70.88
2016-01-15 19:51:00,48.2,39.09,70.88
2016-01-15 20:51:00,48.2,40.91,76.02
2016-01-15 21:51:00,46.4,40.93,81.34
2016-01-15 22:51:00,44.6,40.95,87.09
2016-01-15 23:51:00,44.6,40.95,87.09
2016-01-16 00:51:00,44.6,40.95,87.09
2016-01-16 01:51:00,42.8,39.15,86.99
2016-01-16 02:51:00,42.8,39.15,86.99
2016-01-16 03:51:00,42.8,39.15,86.99
2016-01-16 04:51:00,44.6,39.13,81.2
2016-01-16 05:51:00,44.6,39.13,81.2
2016-01-16 06:51:00,42.8,39.15,86.99
2016-01-16 07:51:00,44.6,39.13,81.2
2016-01-16 08:51:00,44.6,39.13,81.2
2016-01-16 09:51:00,44.6,39.13,81.2
2016-01-16 10:51:00,44.6,39.13,81.2
2016-01-16 11:51:00,46.4,39.11,75.84
2016-01-16 12:51:00,48.2,37.27,66.05
2016-01-16 13:51:00,50,37.27,61.76
2016-01-16 14:51:00,51.8,35.44,53.81
2016-01-16 15:51:00,51.8,33.64,50.08
2016-01-16 16:51:00,51.8,33.64,50.08
2016-01-16 17:51:00,48.2,30.02,49.51
2016-01-16 18:51:00,46.4,31.84,56.99
2016-01-16 19:51:00,46.4,30.02,52.98
2016-01-16 20:51:00,46.4,30.02,52.98
2016-01-16 21:51:00,44.6,30.04,56.72
2016-01-16 22:51:00,44.6,30.04,56.72
2016-01-16 23:51:00,44.6,30.04,56.72
2016-01-17 00:51:00,42.8,30.04,60.77
2016-01-17 01:51:00,42.8,30.04,60.77
2016-01-17 02:51:00,41,28.24,60.51
2016-01-17 03:51:00,39.2,24.62,55.91
2016-01-17 04:51:00,37.4,21,51.56
2016-01-17 05:51:00,37.4,21,51.56
2016-01-17 06:51:00,35.6,21,55.36
2016-01-17 07:51:00,35.6,19.18,51.27
2016-01-17 08:51:00,35.6,21,55.36
2016-01-17 09:51:00,35.6,19.18,51.27
2016-01-17 10:51:00,35.6,19.18,51.27
2016-01-17 11:51:00,35.6,19.18,51.27
2016-01-17 12:51:00,35.6,19.18,51.27
2016-01-17 13:51:00,35.6,19.18,51.27
2016-01-17 14:51:00,33.8,21.02,59.48
2016-01-17 15:51:00,33.8,24.67,69.22
2016-01-17 16:51:00,32,26.51,80.19
2016-01-17 17:51:00,30.2,26.55,86.26
2016-01-17 18:51:00,32,26.51,80.19
2016-01-17 19:51:00,32,26.51,80.19
2016-01-17 20:51:00,32,26.51,80.19
2016-01-17 21:51:00,32,24.69,74.41
2016-01-17 22:51:00,32,24.69,74.41
2016-01-17 23:51:00,33.8,24.67,69.22
2016-01-18 00:51:00,33.8,22.84,64.18
2016-01-18 01:51:00,33.8,24.67,69.22
2016-01-18 02:51:00,32,24.69,74.41
2016-01-18 03:51:00,32,21.04,63.94
2016-01-18 04:51:00,30.2,10.15,42.95
2016-01-18 05:51:00,28.4,2.91,33.29
2016-01-18 06:51:00,24.8,15.66,68.11
2016-01-18 07:51:00,24.8,8.37,49.48
2016-01-18 08:51:00,24.8,10.18,53.66
2016-01-18 09:51:00,24.8,8.37,49.48
2016-01-18 10:51:00,26.6,2.93,35.86
2016-01-18 11:51:00,28.4,6.53,39.29
2016-01-18 12:51:00,28.4,6.53,39.29
2016-01-18 13:51:00,28.4,-0.69,28.13
2016-01-18 14:51:00,26.6,-0.67,30.3
2016-01-18 15:51:00,26.6,4.73,38.97
2016-01-18 16:51:00,24.8,2.93,38.65
2016-01-18 17:51:00,24.8,4.75,42
2016-01-18 18:51:00,24.8,2.93,38.65
2016-01-18 19:51:00,23,2.95,41.68
2016-01-18 20:51:00,21.2,2.97,44.97
2016-01-18 21:51:00,21.2,1.15,41.35
2016-01-18 22:51:00,19.4,1.17,44.65
2016-01-18 23:51:00,19.4,1.17,44.65
2016-01-19 00:51:00,19.4,1.17,44.65
2016-01-19 01:51:00,19.4,2.97,48.56
2016-01-19 02:51:00,19.4,2.97,48.56
2016-01-19 03:51:00,19.4,2.97,48.56
2016-01-19 04:51:00,19.4,2.97,48.56
2016-01-19 05:51:00,19.4,2.97,48.56
2016-01-19 06:51:00,19.4,2.97,48.56
2016-01-19 07:51:00,19.4,2.97,48.56
2016-01-19 08:51:00,19.4,2.97,48.56
2016-01-19 09:51:00,21.2,6.58,53.07
2016-01-19 10:51:00,24.8,6.57,45.6
2016-01-19 11:51:00,26.6,4.73,38.97
2016-01-19 12:51:00,26.6,8.37,45.92
2016-01-19 13:51:00,28.4,6.53,39.29
2016-01-19 14:51:00,28.4,6.53,39.29
2016-01-19 15:51:00,30.2,8.35,39.61
2016-01-19 16:51:00,30.2,8.35,39.61
2016-01-19 17:51:00,28.4,8.35,42.63
2016-01-19 18:51:00,28.4,6.53,39.29
2016-01-19 19:51:00,28.4,8.35,42.63
2016-01-19 20:51:00,28.4,10.17,46.23
2016-01-19 21:51:00,28.4,11.98,50.09
2016-01-19 22:51:00,28.4,11.98,50.09
2016-01-19 23:51:00,30.2,15.6,54.52
2016-01-20 00:51:00,30.2,15.6,54.52
2016-01-20 01:51:00,30.2,15.6,54.52
2016-01-20 02:51:00,30.2,15.6,54.52
2016-01-20 03:51:00,30.2,15.6,54.52
2016-01-20 04:51:00,30.2,15.6,54.52
2016-01-20 05:51:00,30.2,15.6,54.52
2016-01-20 06:51:00,30.2,17.42,58.95
2016-01-20 07:51:00,30.2,17.42,58.95
2016-01-20 08:51:00,32,17.4,54.8
2016-01-20 09:51:00,33.8,17.38,50.98
2016-01-20 10:51:00,33.8,17.38,50.98
2016-01-20 11:51:00,35.6,17.37,47.45
2016-01-20 12:51:00,37.4,17.37,44.19
2016-01-20 13:51:00,37.4,17.37,44.19
2016-01-20 14:51:00,37.4,17.37,44.19
2016-01-20 15:51:00,37.4,15.55,40.87
2016-01-20 16:51:00,35.6,17.37,47.45
2016-01-20 17:51:00,35.6,17.37,47.45
2016-01-20 18:51:00,35.6,17.37,47.45
2016-01-20 19:51:00,35.6,17.37,47.45
2016-01-20 20:51:00,33.8,17.38,50.98
2016-01-20 21:51:00,33.8,17.38,50.98
2016-01-20 22:51:00,33.8,17.38,50.98
2016-01-20 23:51:00,32,17.4,54.8
1/21/2016 12:51:00 AM,32,17.4,54.8
2016-01-21 01:51:00,30.2,13.78,50.39
2016-01-21 02:51:00,30.2,15.6,54.52
2016-01-21 03:51:00,30.2,13.78,50.39
2016-01-21 04:51:00,28.4,15.62,58.68
2016-01-21 05:51:00,28.4,13.78,54.23
2016-01-21 06:51:00,28.4,15.62,58.68
2016-01-21 07:51:00,28.4,15.62,58.68
2016-01-21 08:51:00,30.2,13.78,50.39
2016-01-21 09:51:00,30.2,13.78,50.39
2016-01-21 10:51:00,33.8,13.75,43.57
2016-01-21 11:51:00,35.6,15.57,43.88
2016-01-21 12:51:00,35.6,15.57,43.88
2016-01-21 13:51:00,37.4,13.75,37.77
2016-01-21 14:51:00,37.4,13.75,37.77
2016-01-21 15:51:00,35.6,15.57,43.88
2016-01-21 16:51:00,33.8,13.75,43.57
2016-01-21 17:51:00,33.8,13.75,43.57
2016-01-21 18:51:00,33.8,15.57,47.14
2016-01-21 19:51:00,32,15.58,50.68
2016-01-21 20:51:00,30.2,13.78,50.39
2016-01-21 21:51:00,30.2,13.78,50.39
2016-01-21 22:51:00,28.4,10.17,46.23
2016-01-21 23:51:00,28.4,10.17,46.23
2016-01-22 00:51:00,26.6,8.37,45.92
2016-01-22 01:51:00,24.8,6.57,45.6
2016-01-22 02:51:00,24.8,6.57,45.6
2016-01-22 03:51:00,24.8,6.57,45.6
2016-01-22 04:51:00,23,6.57,49.18
2016-01-22 05:51:00,23,6.57,49.18
2016-01-22 06:51:00,23,6.57,49.18
2016-01-22 07:51:00,23,6.57,49.18
2016-01-22 08:51:00,24.8,6.57,45.6
2016-01-22 09:51:00,28.4,6.53,39.29
2016-01-22 10:51:00,26.6,6.55,42.31
2016-01-22 11:51:00,28.4,6.53,39.29
2016-01-22 12:51:00,28.4,6.53,39.29
2016-01-22 13:51:00,28.4,6.53,39.29
2016-01-22 14:51:00,28.4,6.53,39.29
2016-01-22 15:51:00,30.2,6.53,36.5
2016-01-22 16:51:00,28.4,6.53,39.29
2016-01-22 17:51:00,28.4,8.35,42.63
2016-01-22 18:51:00,28.4,8.35,42.63
2016-01-22 19:51:00,28.4,8.35,42.63
2016-01-22 20:51:00,28.4,8.35,42.63
2016-01-22 21:51:00,28.4,8.35,42.63
2016-01-22 22:51:00,28.4,11.98,50.09
2016-01-22 23:51:00,26.6,19.27,73.84
2016-01-23 00:51:00,26.6,22.93,86.04
2016-01-23 01:51:00,26.6,22.93,86.04
2016-01-23 02:51:00,26.6,21.11,79.74
2016-01-23 03:51:00,26.6,22.93,86.04
2016-01-23 04:51:00,26.6,24.76,92.79
2016-01-23 05:51:00,26.6,22.93,86.04
2016-01-23 06:51:00,28.4,24.75,86.15
2016-01-23 07:51:00,28.4,26.56,92.85
2016-01-23 08:51:00,28.4,24.75,86.15
2016-01-23 09:51:00,28.4,24.75,86.15
2016-01-23 10:51:00,28.4,24.75,86.15
2016-01-23 11:51:00,28.4,24.75,86.15
2016-01-23 12:51:00,28.4,24.75,86.15
2016-01-23 13:51:00,28.4,24.75,86.15
2016-01-23 14:51:00,28.4,24.75,86.15
2016-01-23 15:51:00,28.4,24.75,86.15
2016-01-23 16:51:00,28.4,24.75,86.15
2016-01-23 17:51:00,28.4,24.75,86.15
2016-01-23 18:51:00,26.6,24.76,92.79
2016-01-23 19:51:00,26.6,24.76,92.79
2016-01-23 20:51:00,24.8,21.13,85.93
2016-01-23 21:51:00,26.6,19.27,73.84
2016-01-23 22:51:00,28.4,17.44,63.45
2016-01-23 23:51:00,28.4,17.44,63.45
2016-01-24 00:51:00,28.4,15.62,58.68
2016-01-24 01:51:00,26.6,13.82,58.41
2016-01-24 02:51:00,26.6,10.18,49.79
2016-01-24 03:51:00,24.8,10.18,53.66
2016-01-24 04:51:00,24.8,8.37,49.48
2016-01-24 05:51:00,24.8,10.18,53.66
2016-01-24 06:51:00,24.8,8.37,49.48
2016-01-24 07:51:00,24.8,10.18,53.66
2016-01-24 08:51:00,24.8,8.37,49.48
2016-01-24 09:51:00,24.8,10.18,53.66
2016-01-24 10:51:00,26.6,11.98,53.94
2016-01-24 11:51:00,28.4,11.98,50.09
